,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
470,Pustoshka,RU,56.3355,29.369,64.36,96,76,4.63,broken clouds
471,Chumikan,RU,54.7183,135.315,56.55,78,25,7.31,scattered clouds
472,Baruun-Urt,MN,46.6806,113.2792,64.56,46,100,9.86,light rain
473,Mattru,SL,7.6244,-11.8332,74.7,85,95,4.59,overcast clouds
474,Mogadishu,SO,2.0371,45.3438,76.06,83,66,19.39,light rain
475,Urusha,RU,54.05,122.9,57.49,91,0,4.03,clear sky
476,Taoudenni,ML,22.6783,-3.9836,104.29,7,0,4.38,clear sky
477,Igunga,TZ,-4.2833,33.8833,69.39,45,21,7.07,few clouds
478,Komsomolskiy,UZ,40.4272,71.7189,92.3,13,4,9.8,clear sky
479,Gusau,NG,12.1628,6.6614,77.56,76,100,11.05,light rain
480,Garmsar,IR,35.2182,52.3409,91.42,23,67,9.73,broken clouds
481,Golden,US,39.7555,-105.2211,94.71,28,75,18.41,broken clouds
482,Cedar City,US,37.6775,-113.0619,86.4,24,100,12.55,overcast clouds
483,Waddan,LY,29.1614,16.139,83.97,30,0,16.11,clear sky
484,Pyinmana,MM,19.7333,96.2167,74.21,95,97,3.15,overcast clouds
485,Boromo,BF,11.75,-2.9333,75.06,91,58,4.92,broken clouds
486,Rosignol,GY,6.2833,-57.5333,81.34,78,90,7.7,overcast clouds
487,Iberia,US,29.9502,-91.7507,89.6,62,0,11.5,thunderstorm
488,Canakkale,TR,40.0833,26.8333,70.36,41,0,3.65,clear sky
489,Dubbo,AU,-32.25,148.6167,42.93,94,75,8.05,broken clouds
490,Nabire,ID,-3.3667,135.4833,74.19,94,95,4.61,overcast clouds
491,Teeli,RU,51.0333,90.2333,53.01,71,73,0.38,broken clouds
492,Bosaso,SO,11.2842,49.1816,92.21,41,98,14.5,overcast clouds
493,Tayu,ID,-6.5397,111.0518,74.97,88,80,9.37,broken clouds
494,Imeni Poliny Osipenko,RU,52.4201,136.4853,57.56,90,40,1.16,scattered clouds
495,Shu,KZ,43.5983,73.7614,80.26,25,30,1.05,scattered clouds
496,La Ronge,CA,55.1001,-105.2842,56.57,74,97,6.51,overcast clouds
497,Traismauer,AT,48.3519,15.7635,74.57,67,100,4.88,overcast clouds
498,Muscat,OM,23.6139,58.5922,90.99,71,39,8.32,scattered clouds
499,Karatuzskoye,RU,53.6072,92.8667,52.38,96,4,3.27,clear sky
500,Xining,CN,36.6167,101.7667,54.34,59,0,3.09,clear sky
501,Celano,IT,42.0855,13.5398,74.61,50,5,4.03,clear sky
502,Hofn,IS,64.2539,-15.2082,53.38,81,92,2.44,overcast clouds
503,Pelym,RU,61.0108,61.9978,52.02,84,9,4.56,clear sky
504,Riyadh,SA,24.6877,46.7219,98.74,12,92,8.28,overcast clouds
505,Palana,RU,59.1167,159.9667,48.43,77,32,11.52,scattered clouds
506,Mbekenyera,TZ,-10.0,38.9833,65.44,82,5,3.89,clear sky
507,Batasan,PH,12.7667,120.7833,81.3,77,100,3.36,overcast clouds
508,Malindi,KE,-3.2175,40.1191,75.06,79,30,17.31,scattered clouds
509,Bongandanga,CD,1.5,21.05,70.09,94,26,0.81,light rain
510,Merrill,US,45.1805,-89.6835,83.35,63,0,4.61,clear sky
511,Tianjin,CN,39.1422,117.1767,78.75,73,0,8.95,clear sky
512,Skjervoy,NO,70.0311,20.9714,51.8,84,100,15.5,overcast clouds
513,Ahipara,NZ,-35.1667,173.1667,55.11,89,100,15.55,heavy intensity rain
514,Namatanai,PG,-3.6667,152.4333,78.13,79,9,5.28,clear sky
515,Kyshtovka,RU,56.555,76.6271,50.76,96,88,6.64,overcast clouds
516,Forrest City,US,35.0081,-90.7898,100.29,29,0,4.23,clear sky
517,Glasgow,GB,55.8652,-4.2576,67.19,85,100,5.75,overcast clouds
518,Djambala,CG,-2.5447,14.7533,72.14,73,72,1.45,broken clouds
519,Khandyga,RU,62.6667,135.6,62.64,95,2,1.83,clear sky
520,Stephenville,US,32.2207,-98.2023,101.1,24,0,12.71,clear sky
521,Nizhnyaya Omka,RU,55.4338,74.9426,53.83,89,100,7.07,overcast clouds
522,Nivala,FI,63.9167,24.9667,57.69,84,32,5.12,scattered clouds
523,Guiong,PH,6.4186,122.0258,78.82,83,99,3.15,overcast clouds
524,Great Falls,US,47.5002,-111.3008,81.66,31,0,4.61,clear sky
525,Diemen,NL,52.3416,4.9681,71.92,64,0,4.61,clear sky
526,Vila Velha,BR,-20.3297,-40.2925,74.28,74,1,10.67,clear sky
527,Alice Town,BS,25.7167,-79.3,84.09,73,2,14.47,clear sky
528,Livingston,GB,55.9029,-3.5226,61.18,87,100,10.18,overcast clouds
529,Tommot,RU,58.9564,126.2925,67.41,93,70,1.52,light rain
530,Coahuayana,MX,18.7333,-103.6833,87.01,63,100,5.48,overcast clouds
531,Charters Towers,AU,-20.1,146.2667,54.3,86,0,6.17,clear sky
532,Qasigiannguit,GL,68.8193,-51.1922,40.39,98,100,0.89,light rain
533,Bali,ID,-8.5,115.0,76.23,84,87,6.73,overcast clouds
534,San Rafael,AR,-34.6177,-68.3301,70.48,15,49,6.15,scattered clouds
535,Dalbandin,PK,28.8947,64.4101,85.32,59,100,13.33,overcast clouds
536,Landerneau,FR,48.4525,-4.2525,70.52,77,0,14.97,clear sky
537,Trofors,NO,65.5333,13.4063,53.47,80,100,3.71,overcast clouds
538,Oschatz,DE,51.3,13.1167,70.92,62,41,5.3,scattered clouds
539,Obo,CF,5.3998,26.4869,68.14,97,90,1.59,moderate rain
540,Clyde River,CA,70.4692,-68.5914,45.82,71,100,4.7,overcast clouds
541,Haines Junction,CA,60.7522,-137.5108,62.55,42,92,5.75,overcast clouds
542,High Level,CA,58.5169,-117.136,73.51,53,75,16.11,broken clouds
543,Comodoro Rivadavia,AR,-45.8667,-67.5,35.46,87,75,12.66,light rain
544,Joshimath,IN,30.5667,79.5667,71.6,95,100,0.85,overcast clouds
545,Usinsk,RU,65.9939,57.5281,48.88,86,57,10.83,broken clouds
546,Graaff-Reinet,ZA,-32.2522,24.5308,45.91,80,100,8.79,light rain
547,Aswan,EG,24.0934,32.907,96.1,18,0,5.75,clear sky
548,Stromness,GB,58.965,-3.296,55.36,97,100,27.45,light rain
549,Gumdag,TM,39.2061,54.5906,81.97,46,0,15.64,clear sky
550,Kaeo,NZ,-35.1,173.7833,58.32,86,100,16.93,light rain
551,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,81.68,85,100,1.45,overcast clouds
552,Ebbw Vale,GB,51.7771,-3.2079,65.12,91,100,10.18,light rain
553,Kropotkin,RU,45.4375,40.5756,65.41,64,76,7.61,broken clouds
554,Saquarema,BR,-22.92,-42.5103,80.74,76,2,13.38,clear sky
555,Tautira,PF,-17.7333,-149.15,78.37,77,6,15.99,light rain
556,Naryan-Mar,RU,67.6713,53.087,49.96,88,100,13.09,overcast clouds
557,Tagusao,PH,9.1924,117.8141,79.32,84,18,3.02,few clouds
558,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,80.13,90,100,1.16,overcast clouds
559,Cheyenne,US,41.14,-104.8203,83.77,32,80,21.0,broken clouds
560,Vostok,RU,46.4856,135.8833,58.57,96,100,1.7,overcast clouds
561,Wanaka,NZ,-44.7,169.15,32.11,94,51,1.01,broken clouds
562,Moyale,KE,3.5167,39.0584,70.14,57,100,17.2,overcast clouds
563,Sonoita,MX,31.85,-112.8333,100.51,23,55,13.38,broken clouds
564,Tarauaca,BR,-8.1614,-70.7656,79.54,82,100,1.7,light rain
565,Gao,ML,16.6362,1.637,97.52,29,60,11.3,broken clouds
566,Guiglo,CI,6.5456,-7.4966,71.08,95,99,2.59,overcast clouds
567,Normandin,CA,48.8333,-72.5321,78.51,48,60,10.6,broken clouds
568,Sombrerete,MX,23.6333,-103.65,76.3,28,85,11.61,overcast clouds
569,Nara,JP,34.6851,135.8049,73.49,64,100,1.61,overcast clouds
570,Broome,US,42.2506,-75.833,95.45,40,50,10.0,scattered clouds
571,Requena,ES,39.4883,-1.1004,73.8,58,0,5.01,clear sky
572,Vao,NC,-22.6667,167.4833,74.17,86,98,19.17,overcast clouds
573,Zhezkazgan,KZ,47.8043,67.7144,73.99,29,4,12.26,clear sky
574,Kupang,ID,-10.1667,123.5833,69.01,73,78,7.94,broken clouds
575,Itaueira,BR,-7.6033,-43.0256,91.78,27,24,8.08,few clouds
576,Havelock,US,34.8791,-76.9013,89.94,74,0,4.61,clear sky
577,Buchanan,LR,5.8808,-10.0467,76.1,77,98,9.13,overcast clouds
578,Batagay-Alyta,RU,67.8006,130.4114,56.28,86,87,2.93,overcast clouds
579,Liverpool,GB,53.4106,-2.9779,65.14,84,100,15.32,overcast clouds
580,Richards Bay,ZA,-28.783,32.0377,70.68,72,58,11.79,broken clouds
581,Cherskiy,RU,68.75,161.3,55.67,49,16,0.69,few clouds
582,Inuvik,CA,68.3499,-133.7218,54.46,97,100,5.75,light rain
583,Juegang,CN,32.3174,121.1855,72.73,93,33,6.93,scattered clouds
584,Moerai,PF,-22.4333,-151.3333,74.5,85,100,23.13,light rain
585,Waipawa,NZ,-41.4122,175.5153,42.3,87,100,4.07,overcast clouds
586,Hammerfest,NO,70.6634,23.6821,49.95,92,95,16.2,overcast clouds
587,Mbalmayo,CM,3.5167,11.5,67.3,99,100,3.42,overcast clouds
588,Roald,NO,62.5833,6.1333,55.87,81,100,4.7,overcast clouds
589,Ninghai,CN,29.2892,121.4247,79.7,79,3,4.97,clear sky
590,Mandera,KE,3.9366,41.867,83.21,44,72,19.26,broken clouds
591,Octeville,FR,49.6261,-1.6435,64.89,77,84,3.44,broken clouds
592,Chadan,RU,51.2833,91.5833,53.64,65,48,2.82,scattered clouds
593,Husavik,IS,66.0449,-17.3389,49.1,84,100,5.08,overcast clouds
594,Coxim,BR,-18.5067,-54.76,94.24,18,100,4.34,overcast clouds
595,California City,US,35.1258,-117.9859,101.1,7,0,16.11,clear sky
596,Seoul,KR,37.5683,126.9778,71.78,95,100,4.65,overcast clouds
597,Miri,MY,4.4148,114.0089,78.94,94,40,5.75,scattered clouds
598,Kysyl-Syr,RU,63.8986,122.7617,60.37,87,0,3.87,clear sky
599,Maputo,MZ,-25.9653,32.5892,69.48,73,40,5.99,scattered clouds
600,Albanel,CA,48.8832,-72.4487,77.27,52,70,9.71,broken clouds
601,Jalingo,NG,8.8833,11.3667,71.96,94,86,4.54,overcast clouds
602,Svetlyy,RU,54.675,20.1347,61.23,84,87,9.13,overcast clouds
603,Horadiz,AZ,39.4488,47.3353,74.17,53,1,1.48,clear sky
604,Bichena,ET,10.45,38.2,54.95,84,92,3.13,light rain
605,Diebougou,BF,10.9667,-3.25,74.14,89,99,4.32,overcast clouds
606,Talnakh,RU,69.4865,88.3972,67.21,67,96,5.26,overcast clouds
607,Buraydah,SA,26.326,43.975,97.25,11,59,10.74,broken clouds
608,Galesong,ID,-5.3166,119.3661,71.62,76,13,8.95,few clouds
609,Lincoln,US,40.8,-96.667,103.14,100,0,4.0,clear sky
610,Awbari,LY,26.5921,12.7805,86.0,20,0,10.04,clear sky
611,Shingu,JP,33.7333,135.9833,72.93,77,99,4.12,overcast clouds
612,Capao Da Canoa,BR,-29.7456,-50.0097,63.45,97,26,6.89,scattered clouds
613,Whitehorse,CA,60.7161,-135.0538,64.09,50,75,4.61,broken clouds
614,Grand Baie,MU,-20.0182,57.5802,70.45,71,36,7.0,scattered clouds
615,Banda Aceh,ID,5.5577,95.3222,77.59,87,100,3.51,overcast clouds
616,Bonfim,BR,3.0833,-59.95,79.05,80,99,3.18,overcast clouds
617,Gawler,AU,-34.6,138.7333,55.26,77,0,7.09,clear sky
618,Saint-Francois,FR,46.4154,3.9054,71.04,64,0,4.61,clear sky
619,Eregli,TR,37.5133,34.0467,69.75,33,0,5.64,clear sky
620,Asau,RO,46.4333,26.4,72.52,58,21,3.58,few clouds
621,Shasta Lake,US,40.6804,-122.3708,100.76,15,0,1.01,clear sky
622,Kinshasa,CD,-4.3246,15.3215,82.35,52,55,0.74,broken clouds
623,Warrington,GB,53.3925,-2.5802,68.32,83,75,16.11,broken clouds
624,Eretria,GR,38.4,23.8,89.73,41,0,3.83,clear sky
625,Kashi,CN,39.4547,75.9797,87.01,19,10,11.18,clear sky
626,Lagoa,PT,39.05,-27.9833,73.45,86,13,10.04,few clouds
627,Dongsheng,CN,39.8161,109.9776,67.89,49,0,15.26,clear sky
628,Wallaceburg,CA,42.593,-82.3885,88.65,47,3,8.84,clear sky
629,Ancud,CL,-41.8697,-73.8203,45.54,90,100,1.72,light rain
630,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,87.46,19,7,5.95,clear sky
631,Nacala,MZ,-14.5428,40.6728,69.67,78,0,5.06,clear sky
632,Loukhi,RU,66.0764,33.0381,57.54,82,66,3.47,broken clouds
633,Mitu,CO,1.1983,-70.1733,74.03,98,100,1.36,overcast clouds
634,Waingapu,ID,-9.6567,120.2641,69.87,78,14,7.85,few clouds
635,Avera,US,33.194,-82.5271,92.71,39,39,2.21,scattered clouds
636,Ixtapa,MX,20.7,-105.2,91.22,64,20,4.0,few clouds
637,Mgandu,TZ,-5.95,34.1333,61.7,54,1,8.14,clear sky
638,Almeirim,BR,-1.5233,-52.5817,85.64,62,95,3.0,overcast clouds
639,Aleksandrovsk-Sakhalinskiy,RU,50.8975,142.1561,61.23,94,100,2.37,overcast clouds
640,Puerto Madryn,AR,-42.7692,-65.0385,43.59,97,100,10.31,overcast clouds
641,Kimparana,ML,12.8347,-4.9244,76.03,77,100,8.5,overcast clouds
642,Kaduqli,SD,11.0167,29.7167,76.37,82,100,2.55,light rain
643,Mehran,IR,33.1222,46.1646,92.75,10,0,10.04,clear sky
644,Perivolion,GR,39.4206,20.0147,81.95,70,0,6.58,clear sky
645,Chicama,PE,-7.8447,-79.1469,61.34,65,40,9.8,scattered clouds
646,Adrar,MR,20.5022,-10.0711,93.51,32,84,15.03,broken clouds
647,Sheltozero,RU,61.3667,35.3667,67.23,73,96,9.95,light rain
648,Yambio,SS,4.5721,28.3955,69.33,96,94,1.43,overcast clouds
649,Wuwei,CN,37.9281,102.6414,70.5,29,12,6.15,few clouds
650,Sao Joao Del Rei,BR,-21.1356,-44.2617,73.42,32,5,2.46,clear sky
651,Artyom,AZ,40.4723,50.333,75.27,79,0,19.28,clear sky
652,Omaruru,NA,-21.4333,15.9333,62.31,41,14,5.68,few clouds
653,San Pedro,PH,14.35,121.0167,78.33,88,100,2.37,overcast clouds
654,Groton,US,41.3501,-72.0784,98.02,49,18,8.99,few clouds
655,Mookane,BW,-23.688,26.6595,62.46,46,11,3.62,few clouds
656,Anchorage,US,61.2181,-149.9003,61.99,65,42,13.0,scattered clouds
657,Cravo Norte,CO,6.3017,-70.2041,88.84,54,85,10.31,overcast clouds
658,Hirna,ET,9.2167,41.1,63.07,76,63,8.55,light rain
659,Filingue,NE,14.3521,3.3168,93.45,40,97,7.25,light rain
660,Churapcha,RU,62.0025,132.4325,59.31,85,18,3.44,few clouds
661,Atlantic City,US,39.3643,-74.4229,94.17,54,2,12.71,clear sky
662,Ust-Koksa,RU,50.2696,85.6108,51.58,85,58,1.1,broken clouds
663,Devarkonda,IN,16.7,78.9333,75.79,84,100,12.06,overcast clouds
664,Kyaukse,MM,21.6,96.1333,79.65,78,97,5.41,overcast clouds
665,Chapais,CA,49.7834,-74.8492,68.9,65,80,10.76,broken clouds
666,Dhidhdhoo,MV,6.8833,73.1,81.55,77,98,15.17,overcast clouds
667,Newton,US,42.337,-71.2092,99.68,34,26,4.0,scattered clouds
668,Balkhash,KZ,46.844,74.9804,77.2,33,56,14.58,broken clouds
669,Belaya Gora,RU,68.5333,146.4167,55.17,52,11,12.21,few clouds
670,Gamba,GA,-2.65,10.0,69.06,89,95,5.86,overcast clouds
671,Rio Grande,BR,-32.035,-52.0986,63.95,96,58,7.38,broken clouds
672,Pionerskiy,RU,54.9508,20.2275,64.24,70,80,17.07,broken clouds
673,Cozumel,MX,20.5083,-86.9458,89.67,75,100,11.5,overcast clouds
674,Nimaparha,IN,20.0667,86.0167,81.0,86,97,8.63,overcast clouds
675,Makhinjauri,GE,41.6739,41.694,66.06,77,40,11.5,scattered clouds
676,Katobu,ID,-4.9408,122.5276,70.92,86,33,5.3,scattered clouds
677,Pangai,TO,-19.8,-174.35,74.23,66,99,20.29,overcast clouds
678,Bereznik,RU,62.8551,42.7072,67.8,80,52,6.22,broken clouds
679,Enkhuizen,NL,52.7,5.2833,68.97,81,48,4.14,scattered clouds
680,Concarneau,FR,47.875,-3.9225,66.99,80,11,5.66,few clouds
681,The Valley,AI,18.217,-63.0578,83.82,75,0,17.87,clear sky
682,Baoro,CF,5.6667,15.9667,67.5,94,86,0.76,light rain
683,Bardiyah,LY,31.7561,25.0865,78.4,72,0,9.89,clear sky
684,Shaunavon,CA,49.6501,-108.4181,72.25,40,43,10.8,scattered clouds
685,Mascote,BR,-15.5631,-39.3025,70.75,91,26,3.09,scattered clouds
686,Grindavik,IS,63.8424,-22.4338,53.17,85,79,9.78,broken clouds
687,Ormara,PK,25.2088,64.6357,82.98,85,100,19.55,overcast clouds
688,Roma,US,43.2128,-75.4557,89.76,41,80,9.89,broken clouds
689,Nelidovo,RU,56.2211,32.7774,63.16,82,18,5.39,few clouds
690,Piranshahr,IR,36.701,45.1413,69.75,24,0,3.09,clear sky
691,Puerto Escondido,MX,15.85,-97.0667,83.77,73,100,5.97,overcast clouds
692,Estelle,US,29.8458,-90.1067,88.72,58,67,4.34,broken clouds
693,Otavi,NA,-19.65,17.3333,63.54,35,9,1.43,clear sky
694,Verkhniy Avzyan,RU,53.5289,57.5372,57.63,92,5,3.4,clear sky
695,Gejiu,CN,23.306,103.1635,56.7,96,51,1.7,broken clouds
696,Lewisville,US,33.0462,-96.9942,102.78,37,1,7.0,clear sky
697,Gull Lake,CA,50.1001,-108.4847,72.54,40,4,10.07,clear sky
698,Fushun,CN,41.8558,123.9233,69.51,96,63,3.27,broken clouds
699,Grenfell,AU,-33.9,148.1667,42.51,89,0,4.12,clear sky
700,Hereford,GB,52.0568,-2.7148,68.05,82,100,3.0,overcast clouds
701,Saint Pete Beach,US,27.7253,-82.7412,94.01,62,24,3.0,few clouds
702,Jieshi,CN,22.8134,115.8257,83.98,82,9,7.36,clear sky
703,Phek,IN,25.6667,94.5,59.47,99,100,1.57,overcast clouds
704,Tamiahua,MX,21.2667,-97.45,89.17,58,6,12.33,clear sky
705,Tevaitoa,PF,-16.7833,-151.5,79.48,73,2,14.52,clear sky
706,Mapiripan,CO,2.8892,-72.1256,79.9,86,72,6.96,broken clouds
707,Dawei,MM,14.0833,98.2,75.25,94,92,2.59,overcast clouds
708,Mizan Teferi,ET,6.9833,35.5833,61.83,95,90,2.48,light rain
